timestamp,price,market_cap,total_volume
2024-03-08,3892.06103515625,0.0,26135487051
2024-03-09,3915.4189453125,0.0,11926623780
2024-03-10,3881.193115234375,0.0,15783924355
2024-03-11,4066.445068359375,0.0,28806262507
2024-03-12,3980.273193359375,0.0,26917010932
2024-03-13,4006.45703125,0.0,22028114691
2024-03-14,3883.140380859375,0.0,25434810823
2024-03-15,3735.22021484375,0.0,33505075433
2024-03-16,3522.860107421875,0.0,20199855932
2024-03-17,3642.4130859375,0.0,19938757095
2024-03-18,3517.985107421875,0.0,21162220224
2024-03-19,3157.6181640625,0.0,34166976701
2024-03-20,3513.39306640625,0.0,36605316331
2024-03-21,3492.9912109375,0.0,22213647922
2024-03-22,3333.68798828125,0.0,20574952329
2024-03-23,3336.593994140625,0.0,13242137554
2024-03-24,3454.636474609375,0.0,12156660941
2024-03-25,3590.8837890625,0.0,18603921705
2024-03-26,3587.5048828125,0.0,18505553577
2024-03-27,3500.115234375,0.0,18753082145
2024-03-28,3561.2939453125,0.0,16419674157
2024-03-29,3511.80615234375,0.0,12712701619
2024-03-30,3507.9443359375,0.0,9389066783
2024-03-31,3647.8564453125,0.0,10499881424
2024-04-01,3505.030029296875,0.0,16002098681
2024-04-02,3277.234619140625,0.0,22076539151
2024-04-03,3311.44189453125,0.0,16010734587
2024-04-04,3330.04052734375,0.0,14476330517
2024-04-05,3318.88525390625,0.0,15214447092
2024-04-06,3354.183837890625,0.0,8956926798
2024-04-07,3453.49462890625,0.0,9931108526
2024-04-08,3695.292724609375,0.0,19055143129
2024-04-09,3505.163330078125,0.0,18279773833
2024-04-10,3543.737060546875,0.0,16872482726
2024-04-11,3505.247802734375,0.0,14076734489
2024-04-12,3243.034912109375,0.0,22104869556
2024-04-13,3004.900390625,0.0,29930408174
2024-04-14,3156.94189453125,0.0,25486284994
2024-04-15,3101.600341796875,0.0,21925843181
2024-04-16,3084.920166015625,0.0,19441391169
2024-04-17,2984.7275390625,0.0,17711869375
2024-04-18,3066.027587890625,0.0,15183777035
2024-04-19,3059.278564453125,0.0,20399982867
2024-04-20,3157.627197265625,0.0,9918642130
2024-04-21,3147.28857421875,0.0,9394387894
2024-04-22,3201.652099609375,0.0,12063858733
2024-04-23,3219.91162109375,0.0,11054442653
2024-04-24,3139.80517578125,0.0,14000234760
2024-04-25,3156.509521484375,0.0,13989030260
2024-04-26,3130.164794921875,0.0,10622333862
2024-04-27,3252.168212890625,0.0,11820785577
2024-04-28,3262.774658203125,0.0,11379192678
2024-04-29,3215.428955078125,0.0,15032246816
2024-04-30,3012.286865234375,0.0,18266894653
2024-05-01,2969.78466796875,0.0,20005057445
2024-05-02,2988.16845703125,0.0,13163903903
2024-05-03,3103.5419921875,0.0,12862183229
2024-05-04,3117.576416015625,0.0,8283229638
2024-05-05,3137.2490234375,0.0,8783447639
2024-05-06,3062.728759765625,0.0,13008587255
2024-05-07,3006.5771484375,0.0,11743187337
2024-05-08,2973.6572265625,0.0,11791662158
2024-05-09,3036.0205078125,0.0,10861947179
2024-05-10,2909.791259765625,0.0,12278653601
2024-05-11,2911.60205078125,0.0,6795916454
2024-05-12,2928.701904296875,0.0,5908941395
2024-05-13,2949.359619140625,0.0,13352264795
2024-05-14,2881.157958984375,0.0,12444516140
2024-05-15,3037.056640625,0.0,14666902956
2024-05-16,2945.131103515625,0.0,13035465176
2024-05-17,3094.11865234375,0.0,14449438097
2024-05-18,3122.948974609375,0.0,9407051320
2024-05-19,3071.843017578125,0.0,8747800800
2024-05-20,3663.85546875,0.0,31228143948
2024-05-21,3789.312744140625,0.0,37643853967
2024-05-22,3737.2177734375,0.0,25155809461
2024-05-23,3776.92724609375,0.0,45623656317
2024-05-24,3726.9345703125,0.0,22257061429
2024-05-25,3749.236572265625,0.0,10000027764
2024-05-26,3825.8974609375,0.0,14650794791
2024-05-27,3892.0068359375,0.0,18949181813
2024-05-28,3840.25634765625,0.0,19846044324
2024-05-29,3763.196533203125,0.0,17411416736
2024-05-30,3746.849609375,0.0,15065849797
2024-05-31,3760.026611328125,0.0,15290700646
2024-06-01,3813.198974609375,0.0,8661024535
2024-06-02,3780.89599609375,0.0,11126903059
2024-06-03,3766.38916015625,0.0,14082454300
2024-06-04,3812.515869140625,0.0,13331489271
2024-06-05,3864.260986328125,0.0,15480034434
2024-06-06,3811.60595703125,0.0,13606583873
2024-06-07,3678.629150390625,0.0,18220286186
2024-06-08,3680.949951171875,0.0,9096091805
2024-06-09,3705.90380859375,0.0,7910768788
2024-06-10,3666.717529296875,0.0,10377300126
2024-06-11,3498.33056640625,0.0,19184721538
2024-06-12,3559.61767578125,0.0,17142905351
2024-06-13,3469.28125,0.0,14472382154
2024-06-14,3480.27197265625,0.0,15793876596
2024-06-15,3565.549560546875,0.0,12733651076
2024-06-16,3620.5634765625,0.0,9878388158
2024-06-17,3511.37890625,0.0,17838856988
2024-06-18,3483.681396484375,0.0,21022514455
2024-06-19,3559.347412109375,0.0,15275373778
2024-06-20,3511.0869140625,0.0,16115123753
2024-06-21,3516.07568359375,0.0,15933353456
2024-06-22,3494.8134765625,0.0,7423703673
2024-06-23,3418.61181640625,0.0,9418141333
2024-06-24,3350.25634765625,0.0,23137744903
2024-06-25,3395.029052734375,0.0,13235546063
2024-06-26,3369.477294921875,0.0,11694054195
2024-06-27,3444.800537109375,0.0,11771834016
2024-06-28,3373.635986328125,0.0,12861158844
2024-06-29,3372.9677734375,0.0,6584792001
2024-06-30,3432.88916015625,0.0,8396416013
2024-07-01,3440.341552734375,0.0,12281551839
2024-07-02,3416.354736328125,0.0,9421757718
2024-07-03,3292.916748046875,0.0,16121324440
2024-07-04,3054.52197265625,0.0,20252514386
2024-07-05,2981.5986328125,0.0,31131942647
2024-07-06,3069.3779296875,0.0,11586293705
2024-07-07,2929.38720703125,0.0,10857947538
2024-07-08,3018.73193359375,0.0,22627377457
2024-07-09,3064.032958984375,0.0,15269945822
2024-07-10,3102.21875,0.0,14578679176
2024-07-11,3100.330810546875,0.0,15230095766
2024-07-12,3134.15869140625,0.0,12751638331
2024-07-13,3177.19873046875,0.0,8565105946
2024-07-14,3244.0791015625,0.0,10517709666
2024-07-15,3489.552734375,0.0,18305490390
2024-07-16,3443.513427734375,0.0,20446664416
2024-07-17,3388.75244140625,0.0,16739123962
2024-07-18,3426.258544921875,0.0,15035622003
2024-07-19,3505.73486328125,0.0,17705629736
2024-07-20,3519.29541015625,0.0,10360198325
2024-07-21,3536.60546875,0.0,13845913681
2024-07-22,3440.419921875,0.0,18723199034
2024-07-23,3481.995849609375,0.0,24468405650
2024-07-24,3336.33935546875,0.0,16040945448
2024-07-25,3174.42724609375,0.0,25293745810
2024-07-26,3275.951416015625,0.0,15993893521
2024-07-27,3247.60791015625,0.0,15198233287
2024-07-28,3271.464599609375,0.0,8959236446
2024-07-29,3320.539306640625,0.0,18334852719
2024-07-30,3278.667724609375,0.0,14045773047
2024-07-31,3231.295654296875,0.0,16135380637
2024-08-01,3201.564453125,0.0,20217639556
2024-08-02,2986.01318359375,0.0,21400241741
2024-08-03,2903.3857421875,0.0,17844091431
2024-08-04,2686.39892578125,0.0,21139601426
2024-08-05,2417.206298828125,0.0,67668132244
2024-08-06,2458.723876953125,0.0,26041995921
2024-08-07,2336.58935546875,0.0,24264218606
2024-08-08,2683.352783203125,0.0,23468291180
2024-08-09,2599.5986328125,0.0,17907141655
2024-08-10,2610.02294921875,0.0,9361014219
2024-08-11,2553.252197265625,0.0,13595441987
2024-08-12,2724.431884765625,0.0,21653090666
2024-08-13,2703.671875,0.0,16383053029
2024-08-14,2662.914794921875,0.0,15825365408
2024-08-15,2570.087646484375,0.0,16345801912
2024-08-16,2593.1865234375,0.0,13275561555
2024-08-17,2614.546875,0.0,6676568717
2024-08-18,2613.357177734375,0.0,9207267415
2024-08-19,2637.306396484375,0.0,11968963282
2024-08-20,2573.10693359375,0.0,13249483464
2024-08-21,2631.3955078125,0.0,12766015263
2024-08-22,2622.951416015625,0.0,10723280428
2024-08-23,2764.447021484375,0.0,16857181970
2024-08-24,2769.3896484375,0.0,11765811307
2024-08-25,2749.15771484375,0.0,9375535539
2024-08-26,2681.340576171875,0.0,12282035835
2024-08-27,2458.7265625,0.0,18028996056
2024-08-28,2528.41552734375,0.0,20359545410
2024-08-29,2528.792724609375,0.0,13946434277
2024-08-30,2525.822021484375,0.0,15526218255
2024-08-31,2513.393798828125,0.0,6646876013
2024-09-01,2427.90234375,0.0,11800443265
2024-09-02,2538.187255859375,0.0,12520444224
2024-09-03,2420.603759765625,0.0,11406800197
2024-09-04,2448.97705078125,0.0,16709600747
2024-09-05,2367.737548828125,0.0,13632325040
2024-09-06,2223.87646484375,0.0,25825618367
2024-09-07,2274.107177734375,0.0,11124608320
2024-09-08,2297.29296875,0.0,10718443487
2024-09-09,2358.482177734375,0.0,15887712451
2024-09-10,2389.5810546875,0.0,12795818970
2024-09-11,2339.841552734375,0.0,15355180967
2024-09-12,2361.78173828125,0.0,12162634681
2024-09-13,2441.607177734375,0.0,13759640866
2024-09-14,2418.595703125,0.0,8170291680
2024-09-15,2320.897216796875,0.0,10155470375
2024-09-16,2295.28369140625,0.0,16819033263
2024-09-17,2341.707763671875,0.0,15356783863
2024-09-18,2369.72900390625,0.0,18159056422
2024-09-19,2464.752197265625,0.0,18437147349
2024-09-20,2561.072021484375,0.0,19112788620
2024-09-21,2615.857177734375,0.0,10797825021
2024-09-22,2582.862548828125,0.0,13180663011
2024-09-23,2648.54638671875,0.0,19912841456
2024-09-24,2654.35498046875,0.0,16658812503
2024-09-25,2579.388671875,0.0,14119729962
2024-09-26,2632.199951171875,0.0,17336033595
2024-09-27,2695.900634765625,0.0,17023020294
2024-09-28,2677.5390625,0.0,10252590559
2024-09-29,2659.346923828125,0.0,11126215671
2024-09-30,2603.062744140625,0.0,17826446789
2024-10-01,2448.921142578125,0.0,25482371785
2024-10-02,2365.231689453125,0.0,20148256472
2024-10-03,2349.791259765625,0.0,18051447791
2024-10-04,2414.7939453125,0.0,14879264082
2024-10-05,2415.6318359375,0.0,8152969183
2024-10-06,2439.957763671875,0.0,8458690205
2024-10-07,2421.796630859375,0.0,17414044416
2024-10-08,2439.8408203125,0.0,14067361080
2024-10-09,2368.283447265625,0.0,14954047093
2024-10-10,2383.85791015625,0.0,15327769940
2024-10-11,2436.513427734375,0.0,13489061564
2024-10-12,2476.523193359375,0.0,9372169184
2024-10-13,2467.677001953125,0.0,9189490605
2024-10-14,2628.89990234375,0.0,21434687898
2024-10-15,2606.02197265625,0.0,22003780898
2024-10-16,2611.10205078125,0.0,17012396419
2024-10-17,2604.2734375,0.0,15150712321
2024-10-18,2641.55224609375,0.0,17043738652
2024-10-19,2648.656982421875,0.0,8557834553
2024-10-20,2746.364013671875,0.0,14559296242
2024-10-21,2665.712158203125,0.0,17328615363
2024-10-22,2620.197509765625,0.0,15541911074
2024-10-23,2509.098876953125,0.0,17876984551
2024-10-24,2534.49853515625,0.0,16128627601
2024-10-25,2435.93408203125,0.0,22560233078
2024-10-26,2479.603271484375,0.0,13597102184
2024-10-27,2505.940673828125,0.0,9801434566
2024-10-28,2565.34814453125,0.0,18971841402
2024-10-29,2637.95751953125,0.0,22185845095
2024-10-30,2657.37255859375,0.0,22382690746
2024-10-31,2515.79931640625,0.0,19760409505
2024-11-01,2511.885498046875,0.0,20215438328
2024-11-02,2491.068603515625,0.0,9639457439
2024-11-03,2456.42529296875,0.0,15667779706
2024-11-04,2397.0263671875,0.0,17110200696
2024-11-05,2422.650634765625,0.0,17894057485
2024-11-06,2724.169189453125,0.0,41887574364
2024-11-07,2895.58544921875,0.0,35352318438
2024-11-08,2962.296630859375,0.0,32303261101
2024-11-09,3131.14453125,0.0,29210133088
2024-11-10,3191.331298828125,0.0,47418730187
2024-11-11,3374.81298828125,0.0,55417771668
2024-11-12,3246.25732421875,0.0,56686078066
2024-11-13,3192.595947265625,0.0,52010205682
2024-11-14,3058.94873046875,0.0,35743352141
2024-11-15,3103.04052734375,0.0,32701369872
2024-11-16,3133.27392578125,0.0,26650658846
2024-11-17,3075.66162109375,0.0,28348163224
2024-11-18,3207.8564453125,0.0,35445557613
2024-11-19,3111.384033203125,0.0,29823634432
2024-11-20,3072.18798828125,0.0,29785491216
2024-11-21,3361.053955078125,0.0,51619069348
2024-11-22,3331.600830078125,0.0,36775716442
2024-11-23,3396.223388671875,0.0,38835184688
2024-11-24,3363.659912109375,0.0,27901454185
2024-11-25,3413.5439453125,0.0,51544793988
2024-11-26,3326.517333984375,0.0,39902959158
2024-11-27,3657.249267578125,0.0,43383987191
2024-11-28,3579.8115234375,0.0,32362724276
2024-11-29,3593.494384765625,0.0,27622629486
2024-11-30,3705.705322265625,0.0,30670867436
2024-12-01,3711.1650390625,0.0,28018113530
2024-12-02,3644.198486328125,0.0,47284967570
2024-12-03,3620.711669921875,0.0,36839829742
2024-12-04,3841.3310546875,0.0,56799745752
2024-12-05,3811.00830078125,0.0,60568296606
2024-12-06,4005.810546875,0.0,52853668566
2024-12-07,4002.692626953125,0.0,22574636761
2024-12-08,4005.70458984375,0.0,20943378971
2024-12-09,3718.6904296875,0.0,57029832059
2024-12-10,3631.833740234375,0.0,58416417599
2024-12-11,3832.822021484375,0.0,35968053196
2024-12-12,3883.1015625,0.0,42971675764
2024-12-13,3911.205322265625,0.0,34895127659
2024-12-14,3868.4052734375,0.0,28756190559
2024-12-15,3951.941162109375,0.0,25069616984
2024-12-16,3987.48095703125,0.0,46536359669
2024-12-17,3886.76611328125,0.0,35418700472
2024-12-18,3618.791259765625,0.0,48946681636
2024-12-19,3417.927978515625,0.0,58879190250
2024-12-20,3472.553466796875,0.0,66383827229
2024-12-21,3337.222412109375,0.0,31579389836
2024-12-22,3277.53515625,0.0,24780768375
2024-12-23,3415.785400390625,0.0,34496081389
2024-12-24,3492.0498046875,0.0,23083678195
2024-12-25,3493.2353515625,0.0,17651873225
2024-12-26,3331.225830078125,0.0,22247726776
2024-12-27,3328.9169921875,0.0,24091627403
2024-12-28,3397.90234375,0.0,14305648523
2024-12-29,3349.513427734375,0.0,13440907792
2024-12-30,3356.392578125,0.0,26981583962
2024-12-31,3332.53173828125,0.0,20845452085
2025-01-01,3353.504150390625,0.0,14195410493
2025-01-02,3451.392578125,0.0,22243574698
2025-01-03,3605.009765625,0.0,21877299255
2025-01-04,3657.706787109375,0.0,16060610759
2025-01-05,3634.103759765625,0.0,12830306908
2025-01-06,3688.611328125,0.0,23973574043
2025-01-07,3381.577392578125,0.0,32235312545
2025-01-08,3326.329345703125,0.0,34337730882
2025-01-09,3219.4306640625,0.0,28815726276
2025-01-10,3267.489990234375,0.0,26503845190
2025-01-11,3282.2177734375,0.0,11772144561
2025-01-12,3265.951171875,0.0,11647743556
2025-01-13,3135.499755859375,0.0,39911742769
2025-01-14,3223.6845703125,0.0,22847737224
2025-01-15,3450.53759765625,0.0,25991614661
2025-01-16,3308.34521484375,0.0,26395516475
2025-01-17,3474.107177734375,0.0,28200207229
2025-01-18,3305.78955078125,0.0,32420094038
2025-01-19,3208.96435546875,0.0,57242875399
2025-01-20,3278.035400390625,0.0,52383187336
2025-01-21,3327.40625,0.0,32804001146
2025-01-22,3240.224609375,0.0,22171220981
2025-01-23,3334.714111328125,0.0,32419520084
2025-01-24,3309.554931640625,0.0,25578325671
2025-01-25,3317.26953125,0.0,13744316078
2025-01-26,3236.13427734375,0.0,14471528757
2025-01-27,3178.92041015625,0.0,39412486482
2025-01-28,3077.112548828125,0.0,20718206194
2025-01-29,3112.9990234375,0.0,22727786058
2025-01-30,3247.780029296875,0.0,19958405782
2025-01-31,3298.26513671875,0.0,30128115902
2025-02-01,3118.32861328125,0.0,19917507079
2025-02-02,2868.69287109375,0.0,42060930305
2025-02-03,2884.566650390625,0.0,92453553253
2025-02-04,2735.05126953125,0.0,48795275985
2025-02-05,2787.779052734375,0.0,31960764447
2025-02-06,2688.40087890625,0.0,29500645692
2025-02-07,2622.211181640625,0.0,29526663418
2025-02-08,2632.308349609375,0.0,17059263074
2025-02-09,2628.72119140625,0.0,17517088276
2025-02-10,2661.166748046875,0.0,19414208113
2025-02-11,2602.781982421875,0.0,21156550492
2025-02-12,2736.902099609375,0.0,26919387954
2025-02-13,2675.902587890625,0.0,19481004625
2025-02-14,2726.091552734375,0.0,17732289901
2025-02-15,2693.559814453125,0.0,10803019357
2025-02-16,2663.31591796875,0.0,10593602117
2025-02-17,2743.19970703125,0.0,24170425078
2025-02-18,2669.3388671875,0.0,23004152928
2025-02-19,2715.77099609375,0.0,15272401903
2025-02-20,2740.386474609375,0.0,15917259320
2025-02-21,2659.655517578125,0.0,31441524621
2025-02-22,2764.029296875,0.0,16403164397
2025-02-23,2821.310302734375,0.0,20493767269
2025-02-24,2513.8212890625,0.0,29127380459
2025-02-25,2493.592529296875,0.0,40044790246
2025-02-26,2331.45263671875,0.0,28815111323
2025-02-27,2305.484375,0.0,24286213447
2025-02-28,2237.9052734375,0.0,35737904667
2025-03-01,2216.643310546875,0.0,16135258239
2025-03-02,2519.694580078125,0.0,34854193845
2025-03-03,2145.573974609375,0.0,31473561910
2025-03-04,2170.01513671875,0.0,33935738380
2025-03-05,2241.977294921875,0.0,22105432727
2025-03-06,2202.476806640625,0.0,18509069102
2025-03-07,2138.987548828125,0.0,22425792863
2025-03-08,2201.51025390625,0.0,10533204814
2025-03-09,2015.5091552734375,0.0,16103964994
2025-03-10,1861.1513671875,0.0,35005066442
2025-03-11,1919.844970703125,0.0,30898385863
2025-03-12,1908.982666015625,0.0,22898872951
2025-03-13,1862.9696044921875,0.0,17977225564
2025-03-14,1909.467529296875,0.0,12122715282
2025-03-15,1937.3946533203125,0.0,6456484591
2025-03-16,1887.43505859375,0.0,9292997638
2025-03-17,1927.0029296875,0.0,10436892087
2025-03-18,1932.54345703125,0.0,10170844746
2025-03-19,2057.7490234375,0.0,20065206266
2025-03-20,1982.099853515625,0.0,13217865782
2025-03-21,1964.8475341796875,0.0,9708125480
2025-03-22,1980.037841796875,0.0,6117036512
2025-03-23,2005.2991943359375,0.0,7522339707
2025-03-24,2077.47900390625,0.0,14044912402
2025-03-25,2067.76416015625,0.0,11735658914
2025-03-26,2009.1893310546875,0.0,13178523590
2025-03-27,2002.357421875,0.0,11593274543
2025-03-28,1895.5029296875,0.0,18160526498
2025-03-29,1827.3203125,0.0,12194771785
2025-03-30,1806.2186279296875,0.0,9854857162
2025-03-31,1823.47998046875,0.0,15765030938
2025-04-01,1905.491455078125,0.0,15001220420
2025-04-02,1795.313232421875,0.0,22593742104
2025-04-03,1815.63720703125,0.0,16450974373
2025-04-04,1815.335205078125,0.0,18061720814
2025-04-05,1805.9732666015625,0.0,6374712479
2025-04-06,1576.72802734375,0.0,22154445576
2025-04-07,1555.240966796875,0.0,46073959047
2025-04-08,1472.5531005859375,0.0,21315312919
2025-04-09,1668.0400390625,0.0,39252195855
2025-04-10,1522.518798828125,0.0,21379604307
2025-04-11,1567.1497802734375,0.0,14871838813
2025-04-12,1643.528564453125,0.0,12110995013
2025-04-13,1596.685791015625,0.0,13909890792
2025-04-14,1622.7698974609375,0.0,16518325094
2025-04-15,1588.6324462890625,0.0,13175452875
2025-04-16,1578.1053466796875,0.0,15339621551
2025-04-17,1582.54833984375,0.0,11312160796
2025-04-18,1588.9246826171875,0.0,7123507323
2025-04-19,1612.9228515625,0.0,7168138700
2025-04-20,1587.5142822265625,0.0,7642784469
2025-04-21,1579.7344970703125,0.0,15403785611
2025-04-22,1757.3316650390625,0.0,23747917555
2025-04-23,1796.104248046875,0.0,22904644756
2025-04-24,1769.8316650390625,0.0,15207402759
2025-04-25,1786.634521484375,0.0,17459399281
2025-04-26,1821.881103515625,0.0,11926379867
2025-04-27,1792.864990234375,0.0,11321944113
2025-04-28,1798.851806640625,0.0,17043640437
2025-04-29,1799.1756591796875,0.0,14734257744
2025-04-30,1793.775390625,0.0,14810431362
2025-05-01,1839.2215576171875,0.0,15861442721
2025-05-02,1842.7078857421875,0.0,13570171872
2025-05-03,1833.8397216796875,0.0,8344452620
2025-05-04,1808.59423828125,0.0,8918979887
2025-05-05,1819.697509765625,0.0,11389336489
2025-05-06,1815.0875244140625,0.0,13206516310
2025-05-07,1811.606689453125,0.0,50540755039
2025-05-08,2206.5146484375,0.0,37777245241
2025-05-09,2345.50732421875,0.0,43766026875
2025-05-10,2582.422607421875,0.0,30265913403
2025-05-11,2510.23779296875,0.0,26496368543
2025-05-12,2496.397705078125,0.0,32121858921
2025-05-13,2680.129638671875,0.0,33528741590
2025-05-14,2610.063232421875,0.0,26602676588
2025-05-15,2546.85693359375,0.0,26637688883
2025-05-16,2536.297607421875,0.0,21298907763
2025-05-17,2475.75439453125,0.0,18830706230
2025-05-18,2498.233642578125,0.0,25005164865
2025-05-19,2529.166748046875,0.0,27351331811
2025-05-20,2524.173095703125,0.0,23453322578
2025-05-21,2552.34716796875,0.0,31952904125
2025-05-22,2664.156982421875,0.0,26596978352
2025-05-23,2526.44189453125,0.0,30536501878
2025-05-24,2530.646240234375,0.0,11380899856
2025-05-25,2551.763916015625,0.0,14556431364
2025-05-26,2564.138427734375,0.0,14936610009
2025-05-27,2663.06982421875,0.0,26264200536
2025-05-28,2682.212890625,0.0,19087366068
2025-05-29,2632.65478515625,0.0,27567479811
2025-05-30,2529.943603515625,0.0,24599403943
2025-05-31,2529.08740234375,0.0,13992843765
2025-06-01,2536.266357421875,0.0,13287852482
2025-06-02,2607.097412109375,0.0,16744168824
2025-06-03,2593.2802734375,0.0,18291179016
2025-06-04,2608.64306640625,0.0,18621211035
2025-06-05,2416.28564453125,0.0,26194462737
2025-06-06,2477.19482421875,0.0,19407449565
2025-06-07,2526.50537109375,0.0,11664303387
2025-06-08,2510.787109375,0.0,12097170203
2025-06-09,2681.51708984375,0.0,20605172560
2025-06-10,2813.517578125,0.0,35555755055
2025-06-11,2773.529296875,0.0,30705408054
2025-06-12,2651.795166015625,0.0,25924959613
2025-06-13,2579.486083984375,0.0,37986747138
2025-06-14,2533.444091796875,0.0,14285000473
2025-06-15,2546.837158203125,0.0,13961893828
2025-06-16,2540.60498046875,0.0,22792449577
2025-06-17,2510.761474609375,0.0,25653232897
2025-06-18,2524.301513671875,0.0,19873957905
2025-06-19,2521.653564453125,0.0,12782730709
2025-06-20,2407.30419921875,0.0,22592586688
2025-06-21,2300.49560546875,0.0,16108791762
2025-06-22,2228.213134765625,0.0,28458151601
2025-06-23,2421.824951171875,0.0,26247439429
2025-06-24,2448.0087890625,0.0,19539047009
2025-06-25,2419.310302734375,0.0,17158118625
2025-06-26,2416.146728515625,0.0,18300413888
2025-06-27,2423.866943359375,0.0,15309834970
2025-06-28,2437.109375,0.0,8273074809
2025-06-29,2500.9599609375,0.0,12500580479
2025-06-30,2486.46435546875,0.0,16859727663
2025-07-01,2405.792724609375,0.0,15025451796
2025-07-02,2571.33544921875,0.0,22792512025
2025-07-03,2591.00732421875,0.0,20873559425
2025-07-04,2508.518310546875,0.0,17222740209
2025-07-05,2517.280029296875,0.0,9289382302
2025-07-06,2571.236572265625,0.0,13190436110
2025-07-07,2543.01318359375,0.0,18440266947
2025-07-08,2615.505859375,0.0,17537487206
2025-07-09,2770.777587890625,0.0,27229452849
2025-07-10,2954.84521484375,0.0,33929201261
2025-07-11,2957.88623046875,0.0,36226558863
2025-07-12,2942.91162109375,0.0,16317198254
2025-07-13,2973.35888671875,0.0,17361753131
2025-07-14,3013.350830078125,0.0,36349290556
2025-07-15,3139.8896484375,0.0,39013656112
2025-07-16,3371.5068359375,0.0,46771354461
2025-07-17,3476.784423828125,0.0,47532846793
2025-07-18,3549.016357421875,0.0,59198465810
2025-07-19,3595.273681640625,0.0,26031719746
2025-07-20,3759.471435546875,0.0,44600451066
2025-07-21,3763.371337890625,0.0,42611467663
2025-07-22,3749.1455078125,0.0,45248868820
2025-07-23,3629.70361328125,0.0,41283228953
2025-07-24,3708.005615234375,0.0,40377960354
2025-07-25,3727.266845703125,0.0,42264509577
2025-07-26,3741.39599609375,0.0,24635287361
2025-07-27,3875.24658203125,0.0,28897450394
2025-07-28,3787.42578125,0.0,35831336149
2025-07-29,3793.454833984375,0.0,35540435995
2025-07-30,3808.20166015625,0.0,34392494235
2025-07-31,3696.707763671875,0.0,32839839444
2025-08-01,3488.365966796875,0.0,46261558200
2025-08-02,3392.7412109375,0.0,30165065282
2025-08-03,3497.379150390625,0.0,19363593865
2025-08-04,3718.986083984375,0.0,30905749658
2025-08-05,3611.8994140625,0.0,32778742296
2025-08-06,3683.920654296875,0.0,26924415763
2025-08-07,3914.325927734375,0.0,38627826066
2025-08-08,4009.848876953125,0.0,45460293892
2025-08-09,4263.59912109375,0.0,45279715746
2025-08-10,4254.2177734375,0.0,36173931367
2025-08-11,4226.966796875,0.0,49989853803
2025-08-12,4590.9248046875,0.0,57237189036
2025-08-13,4756.27587890625,0.0,62550014642
2025-08-14,4548.16650390625,0.0,75681632806
2025-08-15,4439.98876953125,0.0,55445715824
2025-08-16,4426.18017578125,0.0,26816931514
2025-08-17,4473.271484375,0.0,31348101438
2025-08-18,4312.5048828125,0.0,53518423360
2025-08-19,4073.464111328125,0.0,50440367102
2025-08-20,4334.50048828125,0.0,49577862965
2025-08-21,4223.2099609375,0.0,33618359942
2025-08-22,4831.3486328125,0.0,75965521535
2025-08-23,4776.09033203125,0.0,36503623278
2025-08-24,4779.6474609375,0.0,52405003873
2025-08-25,4372.98779296875,0.0,63936163545
2025-08-26,4600.4267578125,0.0,53829747706
2025-08-27,4503.39306640625,0.0,43509902322
2025-08-28,4507.177734375,0.0,36045274078
2025-08-29,4360.15283203125,0.0,46899991962
2025-08-30,4374.1533203125,0.0,25883112278
2025-08-31,4390.01904296875,0.0,26683044984
2025-09-01,4314.47021484375,0.0,37530746508
2025-09-02,4325.36572265625,0.0,39884692334
2025-09-03,4450.38916015625,0.0,35260873497
2025-09-04,4298.744140625,0.0,34919798552
2025-09-05,4306.98876953125,0.0,44163736676
2025-09-06,4274.2421875,0.0,18108246446
2025-09-07,4305.34765625,0.0,17426783536
2025-09-08,4308.072265625,0.0,32277142378
2025-09-09,4309.04150390625,0.0,30703320925
2025-09-10,4349.14599609375,0.0,39521365146
2025-09-11,4461.2333984375,0.0,35959212991
2025-09-12,4715.24609375,0.0,43839753626
2025-09-13,4668.1796875,0.0,34843845977
2025-09-14,4609.59765625,0.0,28394160275
2025-09-15,4526.8203125,0.0,40224062009
2025-09-16,4503.564453125,0.0,32761501436
2025-09-17,4592.7333984375,0.0,44120899417
2025-09-18,4589.9189453125,0.0,33497259158
2025-09-19,4470.9169921875,0.0,30352619653
2025-09-20,4482.265625,0.0,18056494322
2025-09-21,4451.3291015625,0.0,19330306133
2025-09-22,4202.87744140625,0.0,58221334533
2025-09-23,4165.50390625,0.0,32460075911
2025-09-24,4153.46923828125,0.0,33538388785
2025-09-25,3868.333984375,0.0,68963092031
2025-09-26,4035.887939453125,0.0,47873508328
2025-09-27,4018.658203125,0.0,20382555776
2025-09-28,4141.4765625,0.0,24631307054
2025-09-29,4217.341796875,0.0,38560429932
2025-09-30,4145.95751953125,0.0,37679153330
2025-10-01,4351.1123046875,0.0,46161664723
2025-10-02,4487.923828125,0.0,48074066058
2025-10-03,4514.87060546875,0.0,49603450230
2025-10-04,4489.197265625,0.0,21832270764
2025-10-05,4515.4228515625,0.0,44880806324
2025-10-06,4687.771484375,0.0,44992456374
2025-10-07,4451.15185546875,0.0,54879425294
2025-10-08,4527.64794921875,0.0,40456628235
2025-10-09,4369.1435546875,0.0,47903074596
2025-10-10,3843.0087890625,0.0,97736621123
2025-10-11,3750.611572265625,0.0,62475475938
2025-10-12,4164.427734375,0.0,61216174681
